run_id,as_of_run_ts,as_of_run_date,publish_tag,customer_sk,customer_key,first_order_ts_utc,first_order_had_any_promo_item,first_order_had_only_promo_items,promo_orders,non_promo_orders,promo_item_count,non_promo_item_count,promo_item_value_eur,non_promo_item_value_eur,promo_only_customer_flag,lifetime_orders
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,04a6aa74ceac57e26afff363a49dd664,51d92be1c60d1db1d2e5e7a07da55b26,2023-01-01 16:19:19,false,false,2,26,2,31,4.0275,84.17000000000002,false,28
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,04daf640d54197f45598fba512273a5e,e5b294b70c9647dcf804d7baa1903918,2023-05-05 13:57:50,false,false,7,21,8,47,18.1295,127.38999999999999,false,28
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,04ea6bd1482b42955fa72f7f72c65abd,cd00692c3bfe59267d5ecfac5310286c,2023-01-04 18:31:41,false,false,3,31,4,60,9.648,169.69,false,34
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,04fc554a26545357b3b0171a0ee24bc9,139f0874f2ded2e41b0393c4ac5644f7,2023-01-02 14:55:02,false,false,0,48,0,59,0.0,179.22999999999993,false,48
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,04fe251b94aa7d1aee07052bcf0d98a5,2f2b265625d76a6704b08093c652fd79,2023-01-07 20:58:02,false,false,0,53,0,93,0.0,256.93,false,53
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,051ba34272832ba4adf5a7272c526908,b73dfe25b4b8714c029b37a6ad3006fa,2023-06-09 08:17:15,false,false,0,13,0,24,0.0,72.67999999999999,false,13
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,053c4570af102649fc2f8d455e5470e6,712a3c9878efeae8ff06d57432016ceb,2023-01-04 19:49:51,false,false,5,93,6,135,12.998999999999999,344.19999999999993,false,98
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,0545ffa30728c024380e18fa00cc1e66,fc9b003bb003a298c2ad0d05e4342bdc,2022-12-26 20:21:44,false,false,2,55,3,97,10.032,287.81,false,57
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,054b4a3477f6e1a2e339d55122b25297,78b9cab19959e4af8ff46156ee460c74,2023-01-11 11:20:59,false,false,1,12,1,22,1.8059999999999998,54.10999999999999,false,13
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,05512bfb71dc976cefbf5fc4ffa6ef33,82161242827b703e6acf9c726942a1e4,2023-01-13 17:26:13,false,false,3,63,4,115,9.641,319.94,false,66
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,056327395ae0e0c86aec4704020ac68d,7c82fab8c8f89124e2ce92984e04fb40,2023-01-20 15:34:19,false,false,7,53,8,67,19.682000000000002,174.57999999999996,false,60
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,0567e9d596e95d251ca406755d19957c,fe8c15fed5f808006ce95eddb7366e35,2023-01-05 12:22:58,false,false,2,36,3,46,8.36,124.97000000000001,false,38
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,056bf3a2594066573fd311c40363557a,ad4cc1fb9b068faecfb70914acc63395,2023-03-04 16:33:34,false,false,3,31,5,45,12.408000000000001,121.08000000000003,false,34
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,05adb3b27252cd2da4350a0b2cc5abb9,c54e7837e0cd0ced286cb5995327d1ab,2023-01-04 13:15:34,false,false,1,60,2,202,5.016,520.7899999999997,false,61
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,05f0b1a1e5375671ea95c8aa40c75d0f,6da37dd3139aa4d9aa55b8d237ec5d4a,2023-01-10 14:02:33,false,false,2,33,2,46,4.275,118.03,false,35
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,05f210cdeda893a8c11c270aa919e1f1,093f65e080a295f8076b1c5722a46aa2,2023-02-08 18:39:37,false,false,0,14,0,23,0.0,60.92,false,14
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,06003a785daed79f3106fc10d86aa664,860320be12a1c050cd7731794e231bd3,2022-12-31 20:28:57,false,false,5,20,7,35,15.790000000000001,97.06,false,25
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,06163a34d30a062d112cbcd4e8f750bc,f4f6dce2f3a0f9dada0c2b5b66452017,2023-01-22 13:28:45,false,false,2,28,4,42,10.032,114.91000000000003,false,30
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,0651bd80c902da9ab04f7c6d77ec0ac0,88ae6372cfdc5df69a976e893f4d554b,2023-04-10 15:58:01,false,false,1,25,2,35,5.016,94.92,false,26
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,065805b04ec956b77a2bbe930cb5958d,b265ce60fe4c5384e622b09eb829b8df,2023-01-04 15:56:41,false,false,1,46,1,73,2.508,196.25,false,47
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,0661137c29550caed7d9dc4308ee0b52,a368b0de8b91cfb3f91892fbf1ebd4b2,2023-01-17 15:12:58,false,false,0,16,0,21,0.0,49.459999999999994,false,16
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,069690989333de51fc73e3880f119e40,8eefcfdf5990e441f0fb6f3fad709e21,2023-01-19 20:33:53,false,false,2,25,2,32,4.675000000000001,84.32000000000001,false,27
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,06d4345433bb864e39ea7b5d0c72cf32,5680522b8e2bb01943234bce7bf84534,2023-02-18 11:52:50,false,false,1,56,1,94,2.014,270.34000000000003,false,57
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,06e2a2a01c0989290c6d454579b04386,da8ce53cf0240070ce6c69c48cd588ee,2023-01-08 14:35:50,false,false,0,14,0,16,0.0,43.370000000000005,false,14
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,06ffe403be01ecc7ebb916e58b6e5cd5,944bdd9636749a0801c39b6e449dbedc,2023-02-04 10:39:35,false,false,0,23,0,45,0.0,125.86999999999999,false,23
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,072dd1bd4bc18c97e20d9a87e6b67601,e034fb6b66aacc1d48f445ddfb08da98,2023-01-08 12:32:36,false,false,1,33,1,49,2.3760000000000003,135.71,false,34
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,0754146dc41ea65ebd97e330963b739d,ae5e3ce40e0404a45ecacaaf05e5f735,2023-02-28 16:31:14,false,false,7,39,9,68,21.675999999999995,205.09,false,46
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,0760b2f1e4e886ef2c786ae0c07d0ecf,c2626d850c80ea07e7511bbae4c76f4b,2023-04-15 19:40:36,false,false,6,30,26,75,69.096,243.52999999999997,false,36
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,0798c5cc3e18f034b2d7ba7840da0e0e,67f7fb873eaf29526a11a9b7ac33bfac,2022-12-30 21:09:56,false,false,1,64,1,85,3.344,236.84999999999988,false,65
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,07ed63f09232830e9a21c18485505c94,90794e3b050f815354e3e29e977a88ab,2023-02-16 18:26:45,false,false,2,18,2,22,5.016,62.97,false,20
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,08731a764300bd35242eba42a17f71b0,c70daf247944fe3add32218f914c75a6,2023-01-10 17:09:21,false,false,3,20,4,27,9.538,63.120000000000005,false,23
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,088b20782bc97642f3738e8adac503d1,2a27b8144ac02f67687f76782a3b5d8f,2023-01-11 12:32:11,false,false,6,40,8,73,18.021,196.72000000000003,false,46
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,089b81acda89a4702834da3801bf41ff,8f53295a73878494e9bc8dd6c3c7104f,2023-01-07 21:02:28,false,false,2,72,2,102,3.2269999999999994,280.98999999999995,false,74
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,0948a95238c60a67711954d57042962f,0353ab4cbed5beae847a7ff6e220b5cf,2023-01-21 16:32:35,false,false,0,13,0,20,0.0,60.74,false,13
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,09729eb1c5097f445edcdaec64a329fa,f9a40a4780f5e1306c46f1c8daecee3b,2022-12-25 17:19:20,false,false,1,22,1,33,1.379,78.20000000000002,false,23
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,09a04fdd60c94b1cf6bf355d513b8e17,ffd52f3c7e12435a724a8f30fddadd9c,2023-01-03 18:22:00,false,false,1,21,2,28,5.016,77.03,false,22
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,09ab2e50482e00d8054d6c45dcc78e36,03e7d2ebec1e820ac34d054df7e68f48,2023-01-08 16:28:29,false,false,5,46,6,77,15.561499999999999,204.27999999999992,false,51
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,09b470770419e37672e4beecc5ac9c57,71f6278d140af599e06ad9bf1ba03cb0,2023-01-23 11:15:59,false,false,2,19,3,45,7.4670000000000005,126.38000000000001,false,21
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,09f91c77a4a781879d40b9bbdb37a469,bdb106a0560c4e46ccc488ef010af787,2023-02-26 21:02:41,false,false,4,70,7,95,17.256,253.14999999999995,false,74
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,0a3002d2954fa542a4fa5fd9120e8045,11c484ea9305ea4c7bb6b2e6d570d466,2023-01-17 15:42:20,false,false,1,18,2,35,4.752000000000001,94.59999999999998,false,19
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,0a30e5c7820c055813901f9a6d6237d4,35cf8659cfcb13224cbd47863a34fc58,2023-01-20 15:52:31,false,false,2,33,3,68,7.3445,182.91000000000003,false,35
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,0a4b4f867dcdac5c922a1b5c31a15a2b,f7cade80b7cc92b991cf4d2806d6bd78,2023-01-18 14:24:03,false,false,1,28,1,40,3.344,110.89000000000003,false,29
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,0a6ca33391f7e22a19bfffd541142ce3,93fb9d4b16aa750c7475b6d601c35c2c,2023-01-09 14:09:05,false,false,2,68,2,93,4.314,255.5500000000001,false,70
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,0a877dc93ff674922448e1349086ae32,0f96613235062963ccde717b18f97592,2023-01-19 18:11:56,false,false,4,64,7,81,14.52,217.52999999999994,false,68
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,0aaf47576079d344d9bad42cbf70d60f,14cfdb59b5bda1fc245aadae15b1984a,2023-01-22 18:05:19,false,false,3,47,4,84,10.014,211.98,false,50
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,0accc522d18e18b5fe29c206414d3a10,84f7e69969dea92a925508f7c1f9579a,2023-01-22 18:44:19,false,false,6,244,9,528,19.67,1386.2200000000034,false,250
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,0affc571358c4400a92278eddf5066a9,46922a0880a8f11f8f69cbb52b1396be,2023-01-12 17:27:20,false,false,3,22,3,33,9.064,96.18999999999997,false,25
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,0b291dfadf042abc71e6b7eee15288e3,e0ec453e28e061cc58ac43f91dc2f3f0,2022-12-27 15:51:34,false,false,7,60,13,102,20.022000000000002,185.04000000000005,false,67
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,0b7bbbaaa72b7791f2545eba9ca3a794,0e087ec55dcbe7b2d7992d6b69b519fb,2023-01-09 13:35:57,false,false,1,51,1,101,2.508,290.89000000000004,false,52
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,0bb4cbfd9f0cb3b644a7aa31c5e2f0d6,6709e8d64a5f47269ed5cea9f625f7ab,2023-03-16 20:06:06,false,false,1,11,1,14,2.603,38.47,false,12
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,0bc73c483bbc7eec0903928a34699bb5,f2d887e01a80e813d9080038decbbabb,2022-12-30 15:16:58,false,false,2,43,3,68,6.418999999999999,186.37000000000003,false,45
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,0be0f437e6d946175b7b00c8f7c3e111,68d13cf26c4b4f4f932e3eff990093ba,2023-01-18 08:31:22,false,false,4,33,5,48,12.616999999999999,126.04000000000003,false,37
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,0bed45ac8711f5307d5083b47a7f0b36,54e36c5ff5f6a1802925ca009f3ebb68,2023-03-18 08:43:53,false,false,2,19,2,28,3.9899999999999998,81.88,false,21
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,0c095c8db461284567dd317908bf20e6,136f951362dab62e64eb8e841183c2a9,2023-01-03 15:46:55,false,false,2,52,4,86,10.014,249.51000000000005,false,54
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,0c23cf0dc0c41f31ed4a84bb2cf8fe43,08f90c1a417155361a5c4b8d297e0d78,2022-12-27 16:56:13,false,false,12,214,28,415,74.93749999999999,1303.0399999999988,false,226
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,0c56172667d923c0d4c526b33fdb7163,42d6c7d61481d1c21bd1635f59edae05,2023-01-27 18:40:49,false,false,3,68,3,96,5.699,252.95999999999998,false,71
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,0c62213c3079af7a2552fd3646193748,a9078e8653368c9c291ae2f8b74012e7,2023-01-24 18:02:01,false,false,2,42,2,64,3.554,188.23000000000002,false,44
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,0ca6f673210be1877a9ca06abacc116f,d523773c6b194f37b938d340d5d02232,2023-01-10 13:14:38,false,false,4,35,5,66,12.140999999999998,194.76999999999998,false,39
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,0ca7b2ae2e3261d842abdc6ca31085b0,1bb91f73e9d31ea2830a5e73ce3ed328,2023-02-11 14:22:32,false,false,4,36,5,84,12.477999999999998,223.91,false,40
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,0cb4785e7c90f32a37c73282e9405900,6ea2ef7311b482724a9b7b0bc0dd85c6,2023-02-14 16:56:50,false,false,1,24,1,27,1.379,72.97999999999998,false,25
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,0cc40ada0eb3b1c7060d5acf43fcc201,53adaf494dc89ef7196d73636eb2451b,2023-03-13 17:34:09,false,false,3,24,9,38,23.408,110.3,false,27
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,0cd0852a00b7bd0447ba97e92c038f18,c24cd76e1ce41366a4bbe8a49b02a028,2023-02-03 17:06:24,false,false,3,9,4,18,4.8229999999999995,53.269999999999996,false,12
5f7e5c2e-dbb0-4d2a-8635-e168cbde707e,2026-03-08 23:59:05,2026-03-08,scheduled,0d03ec0142157dabe1a9e0e2a952a0a5,3295c76acbf4caaed33c36b1b5fc2cb1,2022-12-25 12:33:39,false,false,5,49,7,65,17.351,189.27999999999994,false,54
